id,title,classification,verified_by,soc_code,soc_resolved_via,onet_occupation_title,job_zone,oes_employment,onet,careeronestop,bls_ooh,bls_oes,flags,note,primary_industry,source_url,created_at
7bb8d317-2b1e-4ef5-9673-9b44652082e0,Podcast Producer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-4012.00,onet_url,Broadcast Technicians,3,21110,yes,yes,yes,yes,"industry: O*NET SOC 27-4012.00 maps to Media & Journalism, row has Science & Research",,Science & Research,https://www.onetonline.org/link/summary/27-4012.00,2026-04-22T02:52:32.496342+00:00
7bbd5f38-70da-4e99-bb55-31375e3b4387,Emergency Medicine Physician,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,2026-04-22T02:52:34.239097+00:00
7bc029c9-51ba-4a88-a48f-824b0b19d241,Metaverse Experience Designer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1014.00,onet_url,Special Effects Artists and Animators,4,19970,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-1014.00,2026-06-06T02:07:03.11417+00:00
7bc7d5f7-33c0-4224-b6b0-127c250e2fb7,Performance Capture Director,VERIFIED,O*NET+CareerOneStop+BLS OES,27-2012.03,onet_url,Media Programming Directors,4,143120,yes,yes,no,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/27-2012.03,2026-05-01T01:59:44.296311+00:00
7bd1aa79-3220-43d4-9bf8-175a16e774b7,Roboticist,VERIFIED,O*NET+CareerOneStop+BLS OES,17-2199.09,onet_url,Nanosystems Engineers,5,154070,yes,yes,no,yes,,,Science & Research,https://www.onetonline.org/link/summary/17-2199.09,2026-04-22T02:52:30.264317+00:00
7be4dd85-0b5a-4070-86cf-4bba98b504be,Athletic Director (College),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,11-3012.00,onet_url,Administrative Services Managers,3,263960,yes,yes,yes,yes,"industry: O*NET SOC 11-3012.00 maps to Business & Finance, row has Sports & Fitness; requirements: text implies level 4, O*NET Job Zone 3 implies 2",,Sports & Fitness,https://www.onetonline.org/link/summary/11-3012.00,2026-04-22T02:52:29.856816+00:00
7bf2c4f3-10dc-4076-bcd1-0f1c69a1bc81,Hospital Lab Manager,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""clinical-laboratory-technologists-and-technicians"" matches no O*NET occupation title",Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/clinical-laboratory-technologists-and-technicians.htm,2026-05-04T01:52:48.469021+00:00
7bf340e9-26fc-44b1-84e7-46171abaa9bf,Pitch Deck Designer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1024.00,onet_url,Graphic Designers,4,197830,yes,yes,yes,yes,"industry: O*NET SOC 27-1024.00 maps to Design & Creative, row has Entrepreneurship",,Entrepreneurship,https://www.onetonline.org/link/summary/27-1024.00,2026-04-22T02:52:29.422718+00:00
7bf5ecbf-b288-4ada-8132-3035ec9da1f2,Health Services Administrator,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,11-9111.00,onet_url,Medical and Health Services Managers,4,597080,yes,yes,yes,yes,,,Healthcare & Medicine,https://www.onetonline.org/link/summary/11-9111.00,2026-06-06T02:07:23.22628+00:00
7c0939ea-4876-451b-a813-2b68a3adce36,Newsroom Developer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,15-1254.00,onet_url,Web Developers,3,70190,yes,yes,yes,yes,,,Science & Research,https://www.onetonline.org/link/summary/15-1254.00,2026-04-22T02:52:33.295118+00:00
7c12724a-693c-4a50-9fee-68122392f7ed,AI Safety Researcher,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,15-1221.00,title_partial,Computer and Information Research Scientists,5,37200,yes,yes,yes,yes,"industry: O*NET SOC 15-1221.00 maps to Tech & Engineering, row has Hospitality & Events; SOC resolved only by partial title match — confirm the occupation is right",,Hospitality & Events,https://www.bls.gov/ooh/computer-and-information-technology/computer-research-scientists.htm,2026-04-22T02:52:32.496342+00:00
7c1680c2-564c-4b5d-b933-0fea08157f5c,Net-Zero Building Consultant,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,17-2051.00,onet_url,Civil Engineers,4,367840,yes,yes,yes,yes,"industry: O*NET SOC 17-2051.00 maps to Architecture & Urban Planning, row has Environment & Sustainability",,Environment & Sustainability,https://www.onetonline.org/link/summary/17-2051.00,2026-08-05T02:55:39.389846+00:00
7c28328b-e5c8-4b54-8ad9-b8a016174dc7,UX/UI Design Researcher,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1024.00,onet_url,Graphic Designers,4,197830,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-1024.00,2026-06-13T02:15:07.087909+00:00
7c30a5e0-c632-4445-b415-45ea94ab1c10,Interaction Designer (Digital Products),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1027.00,onet_url,Set and Exhibit Designers,5,10630,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-1027.00,2026-07-01T04:24:24.332537+00:00
7c3362a9-5bad-41f3-8230-62935782b1fd,Copywriter (Marketing),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3043.00,onet_url,Writers and Authors,4,47940,yes,yes,yes,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-3043.00,2026-04-22T06:27:13.145042+00:00
7c360060-890f-4586-938f-bd30c34d81ce,Newspaper Editor,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3023.00,title_exact,"News Analysts, Reporters, and Journalists",4,39250,yes,yes,yes,yes,,,Media & Journalism,https://www.bls.gov/ooh/media-and-communication/news-analysts-reporters-and-journalists.htm,2026-05-08T02:02:37.901586+00:00
7c470ef7-9c99-466d-961c-d69f6f4a80ce,Immigrant Rights Organizer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3011.00,onet_url,Broadcast Announcers and Radio Disc Jockeys,4,21240,yes,yes,yes,yes,"industry: O*NET SOC 27-3011.00 maps to Media & Journalism, row has Social Impact & Nonprofit; requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Social Impact & Nonprofit,https://www.onetonline.org/link/summary/27-3011.00,2026-07-13T03:33:20.483743+00:00
7c478123-2d02-4fa7-a6b7-1a4e0e7c6ed0,Instructional Designer (E-Learning),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,25-9031.00,onet_url,Instructional Coordinators,5,227760,yes,yes,yes,yes,,,Education & Coaching,https://www.onetonline.org/link/summary/25-9031.00,2026-04-22T02:52:29.422718+00:00
7c55b8b2-ba08-48d1-9201-497461fb5b4d,Financial Planning Associate,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-2051.00,title_partial,Financial and Investment Analysts,4,361980,yes,yes,yes,yes,SOC resolved only by partial title match — confirm the occupation is right,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/financial-analysts.htm,2026-04-29T01:59:55.030052+00:00
7c653814-3ecb-44c8-a854-8cd61c74f65e,Global Health Program Officer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,11-9131.00,onet_url,Postmasters and Mail Superintendents,,13810,yes,yes,no,yes,"industry: O*NET SOC 11-9131.00 maps to Supply Chain & Operations, row has Social Impact & Nonprofit",,Social Impact & Nonprofit,https://www.onetonline.org/link/summary/11-9131.00,2026-05-25T02:30:45.910749+00:00
7c6fdd3f-b12a-47e9-ba5a-4f44aa375043,Scenic Designer,VERIFIED,O*NET+CareerOneStop+BLS OES,27-1026.00,onet_url,Merchandise Displayers and Window Trimmers,3,165220,yes,yes,no,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/27-1026.00,2026-04-22T02:52:30.264317+00:00
7c79ab6b-d362-464e-82ec-6798175c5503,Ski Instructor,UNVERIFIABLE,,,,,,,no,no,no,no,,"cited SOC 39-9033.00 is not in the O*NET taxonomy, and neither is its base",Sports & Fitness,https://www.onetonline.org/link/summary/39-9033.00,2026-04-25T06:09:37.427974+00:00
7c8df8e9-ef96-44c4-91c3-2d0c95d61dfe,Commercial Insurance Agent,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,41-3021.00,onet_url,Insurance Sales Agents,4,479100,yes,yes,yes,yes,,,Business & Finance,https://www.onetonline.org/link/summary/41-3021.00,2026-04-22T02:52:33.477982+00:00
7c9ee821-2f4a-4254-a590-6f94dfe1dd16,Angel Investor,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-2051.00,onet_url,Financial and Investment Analysts,4,361980,yes,yes,yes,yes,,,Entrepreneurship,https://www.onetonline.org/link/summary/13-2051.00,2026-04-22T02:52:34.465719+00:00
7ca56fb7-33d7-4a35-b5cb-0fd07dd0489f,AI Tools Reseller,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,41-4011.00,onet_url,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,284800,yes,yes,no,yes,"requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Entrepreneurship,https://www.onetonline.org/link/summary/41-4011.00,2026-06-26T04:14:18.336693+00:00
7ca87f33-6b8f-4edf-a69d-9fb44813096a,Commercial Lending Manager,VERIFIED,O*NET+CareerOneStop+BLS OES,13-2072.00,title_exact,Loan Officers,4,274330,yes,yes,no,yes,,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/loan-officers.htm,2026-05-25T02:29:18.986172+00:00
7ca9f898-7f1f-47b1-a277-6533e2af5e86,Fashion Journalist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3023.00,onet_url,"News Analysts, Reporters, and Journalists",4,39250,yes,yes,yes,yes,,,Fashion & Beauty,https://www.onetonline.org/link/summary/27-3023.00,2026-07-21T03:20:20.012847+00:00
7cbf0a22-a638-4e99-8034-9bf1d456cfa9,AI Trainer,UNVERIFIABLE,,,,,,,no,no,no,no,,"cited SOC 15-1257.00 is not in the O*NET taxonomy, and neither is its base",Tech & Engineering,https://www.onetonline.org/link/summary/15-1257.00,2026-06-28T04:21:52.968729+00:00
7cbfa22c-1fd6-4d0f-8968-b84612f8bf6c,Script Writer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3042.00,onet_url,Technical Writers,4,45500,yes,yes,yes,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-3042.00,2026-06-02T02:38:26.326285+00:00
7cc012d8-6642-46c1-a80f-4ce0a503f9b4,Cost Estimator (Construction),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-1051.00,title_exact,Cost Estimators,4,224220,yes,yes,yes,yes,,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/cost-estimators.htm,2026-06-30T04:07:20.355297+00:00
7cc22b55-b4ee-4ad9-acec-a6193a463f7f,Event Accessibility Coordinator,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-1151.00,onet_url,Training and Development Specialists,4,458300,yes,yes,yes,yes,"industry: O*NET SOC 13-1151.00 maps to Business & Finance, row has Hospitality & Events",,Hospitality & Events,https://www.onetonline.org/link/summary/13-1151.00,2026-08-12T02:26:44.885293+00:00
7cc47a3f-1e34-4e01-9795-5a991c39fad9,Maternal-Fetal Medicine Specialist,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-and-social-assistance/physicians-and-surgeons.htm,2026-04-22T02:52:32.496342+00:00
7cc48666-79ba-4911-99ad-7c4ec52df1a9,Niche Social Media Brand Owner,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",Gaming & Esports,https://www.bls.gov/ooh/management/self-employed-workers.htm,2026-04-22T02:52:34.239097+00:00
7cc4a139-8830-4ec6-bbe0-1e8fc5339277,Luxury Goods Appraiser,VERIFIED BUT FLAGGED,O*NET+CareerOneStop,13-1023.00,onet_url,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4,,yes,yes,no,no,"industry: O*NET SOC 13-1023.00 maps to Supply Chain & Operations, row has Design & Creative",,Design & Creative,https://www.onetonline.org/link/summary/13-1023.00,2026-04-22T02:52:32.680575+00:00
7cd645d0-dbb6-4745-b318-acd2fd2f4747,Forensic Pathologist,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,19-1042.00,title_partial,"Medical Scientists, Except Epidemiologists",5,172340,yes,yes,yes,yes,SOC resolved only by partial title match — confirm the occupation is right,,Science & Research,https://www.bls.gov/ooh/life-physical-social-science/medical-scientists.htm,2026-06-01T02:40:07.554296+00:00
7cde0e21-13dc-45bd-b7d7-d3baae68a38a,Health Physicist (Nuclear Regulation),UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""physicists-and-astronomers"" matches no O*NET occupation title",Law & Government,https://www.bls.gov/ooh/life-physical-social-science/physicists-and-astronomers.htm,2026-05-03T01:52:09.556895+00:00
7cdfd7b5-71c7-4723-a01b-2b72495ee69d,Renewable Energy Permit Specialist,UNVERIFIABLE,,,,,,,no,no,no,no,,"cited SOC 19-4091.00 is not in the O*NET taxonomy, and neither is its base",Environment & Sustainability,https://www.onetonline.org/link/summary/19-4091.00,2026-05-05T01:53:15.55116+00:00
7cecfa60-f562-4d87-9d68-d1072560bc5f,Climate Change Researcher,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,19-2041.00,title_partial,"Environmental Scientists and Specialists, Including Health",4,89250,yes,yes,yes,yes,"requirements: text implies level 5, O*NET Job Zone 4 implies 3; SOC resolved only by partial title match — confirm the occupation is right",,Environment & Sustainability,https://www.bls.gov/ooh/life-physical-social-science/environmental-scientists-and-specialists.htm,2026-04-30T01:58:02.292389+00:00
7cf95d61-8142-451f-b901-ace53d0ce2c0,Comics Creator,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1014.00,onet_url,Special Effects Artists and Animators,4,19970,yes,yes,yes,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-1014.00,2026-05-13T02:07:05.499599+00:00
7cff4363-1650-4ca0-a043-5025491710c9,Science Communicator,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3023.00,onet_url,"News Analysts, Reporters, and Journalists",4,39250,yes,yes,yes,yes,"industry: O*NET SOC 27-3023.00 maps to Media & Journalism, row has Education & Coaching",,Education & Coaching,https://www.onetonline.org/link/summary/27-3023.00,2026-04-22T02:52:29.422718+00:00
7d0ba1a9-27df-46dd-9211-902b30ea93b8,Graphic Novelist,VERIFIED,O*NET+CareerOneStop+BLS OES,27-1013.00,onet_url,"Fine Artists, Including Painters, Sculptors, and Illustrators",3,11220,yes,yes,no,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-1013.00,2026-07-20T03:41:31.792767+00:00
7d104176-5f57-4c36-9fa2-d5dd3b899ada,Private Events Coordinator,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-1121.00,title_partial,"Meeting, Convention, and Event Planners",4,142860,yes,yes,yes,yes,"requirements: text implies level 1, O*NET Job Zone 4 implies 3; SOC resolved only by partial title match — confirm the occupation is right",,Hospitality & Events,https://www.bls.gov/ooh/business-and-financial-operations/meeting-event-planners.htm,2026-06-01T02:39:47.496728+00:00
7d1c6d76-3287-479d-9dbf-20c7f25a969a,Personal Brand Stylist,VERIFIED,O*NET+CareerOneStop+BLS OES,39-5012.00,onet_url,"Hairdressers, Hairstylists, and Cosmetologists",3,305710,yes,yes,no,yes,,,Fashion & Beauty,https://www.onetonline.org/link/summary/39-5012.00,2026-04-28T07:57:53.057195+00:00
7d1e3397-a0c2-4e3c-ac39-30c06bf01b51,Paralegal,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,23-2011.00,onet_url,Paralegals and Legal Assistants,3,392880,yes,yes,yes,yes,,,Law & Government,https://www.onetonline.org/link/summary/23-2011.00,2026-04-22T02:52:31.392704+00:00
7d1fff89-78e3-42c1-8204-a39c63b138ff,Data Scientist (Life Sciences),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,15-2051.01,onet_url,Business Intelligence Analysts,4,262440,yes,yes,no,yes,"requirements: text implies level 5, O*NET Job Zone 4 implies 3",,Science & Research,https://www.onetonline.org/link/summary/15-2051.01,2026-04-22T06:25:01.152256+00:00
7d2d41b6-c23c-4a16-b8bd-dba2fce4fecd,Music Instructor,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2041.00,title_exact,Music Directors and Composers,4,12540,yes,yes,yes,yes,,,Education & Coaching,https://www.bls.gov/ooh/education-and-training/music-directors-and-composers.htm,2026-07-27T03:39:07.73356+00:00
7d3b757b-50bc-40cd-948d-e75a924b5a04,Cabaret Performer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2042.00,onet_base,Musicians and Singers,4,36180,yes,yes,yes,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/27-2042.01,2026-07-01T04:23:34.245991+00:00
7d42531f-9cac-4217-954f-830281083291,Compliance Investigator,VERIFIED,O*NET+CareerOneStop+BLS OES,33-3021.00,title_exact,Detectives and Criminal Investigators,3,114430,yes,yes,no,yes,,,Law & Government,https://www.bls.gov/ooh/protective-service/detectives-and-criminal-investigators.htm,2026-04-30T01:58:20.565955+00:00
7d4f0977-fd90-4d2c-8c30-e1c0274b8465,Gifted Education Teacher,VERIFIED,O*NET+BLS OOH+BLS OES,25-2059.00,title_exact,"Special Education Teachers, All Other",,33930,yes,no,yes,yes,,,Education & Coaching,https://www.bls.gov/ooh/education-and-training/special-education-teachers.htm,2026-06-07T02:33:43.661575+00:00
7d4fe8ee-9783-43b4-a38e-accdacbfe06b,Chiropractic Technician,VERIFIED,O*NET+CareerOneStop+BLS OES,31-9092.00,onet_url,Medical Assistants,3,817870,yes,yes,no,yes,,,Healthcare & Medicine,https://www.onetonline.org/link/summary/31-9092.00,2026-08-07T02:57:12.596649+00:00
7d558654-f440-4f3b-b225-628ffe5c3c80,Cultural Event Booker,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,13-1011.00,onet_url,"Agents and Business Managers of Artists, Performers, and Athletes",4,12620,yes,yes,no,yes,"requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Arts & Performance,https://www.onetonline.org/link/summary/13-1011.00,2026-06-25T04:06:32.248293+00:00
7d5c6eab-a74c-4865-aa23-09c7787cfd33,Vestibular Therapist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,29-1127.00,onet_url,Speech-Language Pathologists,5,183390,yes,yes,yes,yes,,,Healthcare & Medicine,https://www.onetonline.org/link/summary/29-1127.00,2026-08-12T02:26:51.165029+00:00
7d60f533-4949-4285-990d-8a26d9b9de53,Environmental Health and Safety Manager,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,19-5011.00,title_exact,Occupational Health and Safety Specialists,4,140610,yes,yes,yes,yes,,,Environment & Sustainability,https://www.bls.gov/ooh/business-and-financial-operations/occupational-health-and-safety-specialists.htm,2026-04-22T02:52:33.675655+00:00
7d6a4caa-63f5-4754-b958-6c273001c6a9,Plastic Alternative Materials Scientist,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,19-2032.00,title_exact,Materials Scientists,4,8470,yes,yes,no,yes,"requirements: text implies level 5, O*NET Job Zone 4 implies 3",,Environment & Sustainability,https://www.bls.gov/ooh/life-physical-social-science/materials-scientists.htm,2026-07-30T02:47:46.304407+00:00
7d996a23-617d-4306-9063-66a8cede77b1,Content Strategist (Media Company),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3031.00,onet_url,Public Relations Specialists,4,283380,yes,yes,yes,yes,"industry: O*NET SOC 27-3031.00 maps to Marketing & Communications, row has Media & Journalism",,Media & Journalism,https://www.onetonline.org/link/summary/27-3031.00,2026-05-11T02:06:06.822221+00:00
7db9bc3b-e718-4ba9-af58-667f5181db22,Immigration Services Officer,VERIFIED,O*NET+BLS OES,13-1199.00,onet_base,"Business Operations Specialists, All Other",,1087090,yes,no,no,yes,,,Law & Government,https://www.onetonline.org/link/summary/13-1199.01,2026-04-22T02:52:29.206458+00:00
7dbc7361-ee12-48ef-881c-9ca4e2493c89,Youth Sports Coordinator,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2022.00,title_exact,Coaches and Scouts,4,248950,yes,yes,yes,yes,"industry: O*NET SOC 27-2022.00 maps to Sports & Fitness, row has Gaming & Esports",,Gaming & Esports,https://www.bls.gov/ooh/personal-care-and-service/coaches-and-scouts.htm,2026-04-22T02:52:31.845128+00:00
7dc268ca-9557-463c-899f-553211fcb40d,Community Development Officer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,21-1094.00,onet_url,Community Health Workers,4,61660,yes,yes,no,yes,"industry: O*NET SOC 21-1094.00 maps to Healthcare & Medicine, row has Gaming & Esports",,Gaming & Esports,https://www.onetonline.org/link/summary/21-1094.00,2026-04-22T02:52:34.465719+00:00
7dc41625-f31f-4633-9383-958a64298263,UI/UX Copywriter,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3043.00,onet_url,Writers and Authors,4,47940,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-3043.00,2026-05-23T02:00:45.071389+00:00
7dd5f7d1-17fc-47c1-83f0-bec6e64a4af7,Hardware Engineer (IoT),VERIFIED,O*NET+CareerOneStop+BLS OES,17-2061.00,onet_url,Computer Hardware Engineers,4,76660,yes,yes,no,yes,,,Tech & Engineering,https://www.onetonline.org/link/summary/17-2061.00,2026-06-07T02:35:06.993849+00:00
7df04d1d-1592-4e1d-93e0-8d1c72ed95fe,Badminton Coach,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2022.00,onet_url,Coaches and Scouts,4,248950,yes,yes,yes,yes,,,Sports & Fitness,https://www.onetonline.org/link/summary/27-2022.00,2026-04-22T02:52:33.675655+00:00
7df1ed22-7908-4d7c-bf48-7b0a1481b9b3,Community Marketplace Developer,VERIFIED,O*NET+CareerOneStop+BLS OES,11-1021.00,onet_url,General and Operations Managers,4,3503020,yes,yes,no,yes,,,Entrepreneurship,https://www.onetonline.org/link/summary/11-1021.00,2026-07-09T03:50:29.546594+00:00
7e16d766-35b9-4d04-8556-089775fed12b,Package Designer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1027.00,onet_url,Set and Exhibit Designers,5,10630,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-1027.00,2026-04-30T01:58:55.719627+00:00
7e18a4bc-ec97-431a-a1d2-ea098b95216f,Homelessness Services Coordinator,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,21-1093.00,onet_url,Social and Human Service Assistants,4,437860,yes,yes,yes,yes,,,Social Impact & Nonprofit,https://www.onetonline.org/link/summary/21-1093.00,2026-04-22T02:52:33.477982+00:00
7e246006-55b0-401d-86b9-8295fc6a4601,Mental Health Crisis Counselor,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,21-1015.00,onet_url,Rehabilitation Counselors,4,94740,yes,yes,yes,yes,,,Social Impact & Nonprofit,https://www.onetonline.org/link/summary/21-1015.00,2026-08-01T03:29:26.406943+00:00
7e2f99c1-98b2-46f2-85c1-15f45312b137,Banquet Sales Manager,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,13-1011.00,onet_url,"Agents and Business Managers of Artists, Performers, and Athletes",4,12620,yes,yes,no,yes,"industry: O*NET SOC 13-1011.00 maps to Arts & Performance, row has Supply Chain & Operations",,Supply Chain & Operations,https://www.onetonline.org/link/summary/13-1011.00,2026-04-22T02:52:34.05043+00:00
7e3cbeef-24ee-47a8-a06a-ae5c33a7089f,Industrial Ecology Consultant,VERIFIED,O*NET+CareerOneStop+BLS OES,19-2041.01,onet_url,Climate Change Policy Analysts,5,89250,yes,yes,no,yes,,,Environment & Sustainability,https://www.onetonline.org/link/summary/19-2041.01,2026-06-12T02:32:53.678186+00:00
7e4459c7-0aee-4a61-ac6b-4e0fbdf7a0de,Museum Audiovisual Specialist,VERIFIED BUT FLAGGED,O*NET+BLS OES,27-4099.00,onet_base,"Media and Communication Equipment Workers, All Other",,12450,yes,no,no,yes,"industry: O*NET SOC 27-4099.00 maps to Media & Journalism, row has Arts & Performance",,Arts & Performance,https://www.onetonline.org/link/summary/27-4099.04,2026-08-06T03:13:27.423762+00:00
7e47fe46-646f-4dfe-99cf-cba655fed89d,Green Roof Installer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,47-2181.00,onet_base,Roofers,,135490,yes,yes,no,yes,"industry: O*NET SOC 47-2181.00 maps to Architecture & Urban Planning, row has Environment & Sustainability",,Environment & Sustainability,https://www.onetonline.org/link/summary/47-2181.02,2026-05-30T02:03:45.563443+00:00
7e499cfe-f577-4274-828f-7b893d9f8d2d,Meeting and Events Coordinator,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-1121.00,title_partial,"Meeting, Convention, and Event Planners",4,142860,yes,yes,yes,yes,SOC resolved only by partial title match — confirm the occupation is right,,Hospitality & Events,https://www.bls.gov/ooh/business-and-financial-operations/meeting-event-and-convention-planners.htm,2026-06-13T02:15:29.0657+00:00
7e4ef508-660b-4160-ae99-27c04fb2661e,Jewelry Designer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,51-9071.00,onet_url,Jewelers and Precious Stone and Metal Workers,3,22440,yes,yes,yes,yes,"industry: O*NET SOC 51-9071.00 maps to Supply Chain & Operations, row has Entrepreneurship",,Entrepreneurship,https://www.onetonline.org/link/summary/51-9071.00,2026-04-22T02:52:29.422718+00:00
7e580853-476c-403c-94d2-476ec726c5e4,Usher Manager (Performing Arts Venue),VERIFIED,O*NET+CareerOneStop+BLS OES,39-3031.00,onet_url,"Ushers, Lobby Attendants, and Ticket Takers",,121770,yes,yes,no,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/39-3031.00,2026-07-02T04:02:52.773652+00:00
7e6403cc-1b1b-45b9-82ce-e9cf4e93e6ca,Research Biometrician,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,19-4021.00,onet_url,Biological Technicians,4,69620,yes,yes,no,yes,"requirements: text implies level 5, O*NET Job Zone 4 implies 3",,Fashion & Beauty,https://www.onetonline.org/link/summary/19-4021.00,2026-04-22T02:52:29.856816+00:00
7e65afb4-89c6-4998-ac88-40f2ba41a327,Local Government Lobbyist,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,11-2032.00,onet_url,Public Relations Managers,4,74850,yes,yes,no,yes,"industry: O*NET SOC 11-2032.00 maps to Marketing & Communications, row has Law & Government",,Law & Government,https://www.onetonline.org/link/summary/11-2032.00,2026-05-05T01:53:41.029633+00:00
7e676e39-6482-4009-a26d-02b9b38c9e07,Victims' Rights Advocate,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,21-1093.00,onet_url,Social and Human Service Assistants,4,437860,yes,yes,yes,yes,,,Law & Government,https://www.onetonline.org/link/summary/21-1093.00,2026-06-24T04:06:23.567821+00:00
